Name,Gender,RollNumber,Email,Phone,Branch,CGPA,Company Placed In,CTC (LPA),Passing Year
Bryan Wolfe,Female,zf29lH41,xblake@payne.biz,763-266-6399x00271,AE,6.17,Microsoft,26.91,2023
Randy Lam,Other,ag42gs88,bhunter@allen.net,5212756274,AE,7.29,TCS,10.08,2025
Julia Edwards,Other,BW66yP98,wiseapril@frank-lopez.com,001-519-028-4540,EEE,7.12,Cisco,19.5,2023
Kristy Myers,Other,Qi94wK23,sheltonandrea@berger-harris.com,001-224-186-0705,EEE,7.51,TCS,15.93,2025
Lisa Jackson,Other,Fb62to29,myersjames@hotmail.com,+1-519-698-5550x60165,ECE,7.22,Infosys,40.53,2023
Anthony Patrick,Other,pp02DL11,joshualee@newton.com,+1-175-343-5424x9936,IT,8.99,Zomato,31.49,2023
Jean Ramirez,Other,dv44Gt81,mackenzie03@gmail.com,2515513902,ECE,6.4,Amazon,38.52,2025
Terry Mcgrath,Other,ep48hP48,hamiltontara@hotmail.com,(077)316-6566,CHE,8.8,Microsoft,19.2,2025
Christopher Wells,Other,Et78Ic88,hartmanadam@gmail.com,+1-393-219-3608,EEE,5.85,Zomato,35.31,2024
Kenneth Olson,Other,Gp53HE43,zlee@davis.com,820-042-6536x268,CSE,8.75,Cisco,19.74,2023
Charles Rios,Male,Rp80Zb17,hullalbert@hotmail.com,+1-390-202-6801x55195,BT,8.73,Paytm,41.86,2024
Brady Young,Female,GF51Qd88,hillashley@marsh-proctor.org,891.228.4895x872,ECE,9.66,Google,40.18,2024
Dr. Matthew Martinez Jr.,Female,Vc88Wj16,xwilliams@moore.com,052-179-8091,AE,7.48,Amazon,41.02,2025
Monica Andrade,Male,wr39hk24,fbuck@yahoo.com,674.166.3642,IT,6.65,Flipkart,3.84,2024
Jake Hernandez,Female,Jk45vb91,oford@wheeler.com,812.266.2034x3907,AE,6.25,Cisco,32.66,2025
Anthony Scott,Male,DK08lz13,mullinsdaniel@hotmail.com,375.175.6425,AE,5.12,Paytm,19.24,2023
William Fisher,Female,tR61Xl82,ggraham@hamilton-singleton.com,(597)684-9431,EEE,6.08,Amazon,4.26,2024
Joshua Nolan,Other,LR57aE48,daniel60@watkins-perez.com,001-792-253-0244x775,CE,9.66,Amazon,18.2,2024
Steven Hernandez,Female,LM67Lq90,jordanhartman@gonzales-hall.com,001-307-755-5081,CHE,7.54,Reliance,34.32,2024
Whitney French,Female,uV10HI73,sharon70@yahoo.com,(790)320-4133x83883,ECE,6.74,Adobe,4.6,2024
James Harrison,Male,ir52Yn30,qcook@arnold.com,3560764523,CHE,6.97,Paytm,14.86,2023
Ryan Raymond,Male,Os78LM80,gfisher@daniel.com,001-401-664-3395,ME,8.89,Wipro,6.39,2025
Ashley Thomas,Other,QC49Gf15,loriwoodard@yahoo.com,(219)272-1680x486,ME,5.43,Flipkart,7.75,2023
Jack Chavez,Female,ZB21eC25,emcpherson@hotmail.com,(209)062-5358,AE,5.74,Microsoft,31.43,2024
Crystal Flores,Female,zE56RV35,karireyes@hotmail.com,107.354.6281,BT,8.95,Zomato,37.99,2024
Jonathan Gutierrez,Male,cp70lg36,stuartgeorge@johnson-alexander.net,(534)028-6818x5220,CE,7.68,Reliance,5.83,2024
George Miller,Other,FH76zm99,egarcia@huynh-martinez.com,774-983-7812x3997,ME,5.7,Reliance,44.46,2025
Brianna Chavez,Other,dr14Kn25,debra67@hotmail.com,+1-989-105-6139x2373,AE,8.27,Adobe,15.74,2025
Erica Lambert,Male,gv94DX13,leslie65@pearson.info,(128)516-4632,BT,5.85,Infosys,34.65,2025
Jessica Miller,Male,Sz67ct88,rebeccasingleton@gmail.com,787-145-9800,CE,9.95,Microsoft,36.74,2023
Thomas Rodriguez,Female,wD40ee60,angellewis@williams-frye.biz,055-231-0706x937,AE,5.26,Google,13.72,2023
Jacob Mitchell,Male,PY23KI97,danieljacobs@gmail.com,849-216-9058,ME,8.0,Infosys,11.8,2025
Jason Mckinney,Other,pd26CT00,jacqueline80@boyd.net,8526907749,IT,6.51,Adobe,44.83,2025
Alan Fisher,Male,wM28iA71,barbara12@gmail.com,371-783-7952,CHE,5.21,Zomato,41.5,2025
Lori Brewer,Other,no79Mv78,randy61@jones-jones.com,(789)888-7093x08987,BT,7.08,Reliance,35.27,2025
Stanley Rodriguez,Other,XR24qN05,laurahardy@bruce.com,(788)312-8709x871,AE,7.82,Reliance,27.5,2025
Ryan Rosario,Female,nA56Yu50,townsendcrystal@richard-long.com,(286)079-6540x60315,IT,5.91,Reliance,26.01,2023
Valerie Shepherd,Female,KR24cB51,kimberly36@young-lopez.net,001-010-253-8427,ME,5.5,Paytm,33.65,2024
David Jones,Other,BI19pn42,lmays@rice.com,(371)873-2949x3911,AE,9.05,Infosys,14.41,2023
Joshua Anderson,Other,xl70Cs53,howardkelsey@meyers.com,510-823-3565,ECE,5.22,Amazon,13.96,2025
April Edwards,Female,DW85Qa12,ynewman@gmail.com,(935)661-6543x34022,EEE,8.92,TCS,43.7,2023
Anita Hughes,Female,Ud63SS39,emays@brown.biz,689.086.2988,CHE,9.69,Zomato,17.1,2024
Miranda Stevens,Other,RI75VP77,zpierce@taylor.org,388-344-8006x88463,CSE,7.49,Amazon,31.6,2025
Douglas Thompson DVM,Male,jc50hi60,knunez@patton.com,001-937-036-6116x193,BT,8.61,Cisco,17.06,2024
Molly Lopez,Male,hw66ig15,valeriesnyder@hotmail.com,690.065.4375x48940,CSE,9.8,Google,19.43,2025
Charles Thomas,Female,ft47Mw51,justinalvarez@bowen-blake.com,7325160865,AE,7.52,Cisco,19.69,2024
Susan Mitchell,Male,rf87uw15,mason85@hotmail.com,809.566.7246,IT,8.21,Amazon,6.82,2025
Rebecca Petty,Other,ny86DR89,marylarson@johnson-perry.biz,435.790.7161,CSE,5.47,Wipro,21.96,2025
Scott Wilson,Other,Zz22jM41,rfreeman@yahoo.com,001-695-107-4816x1633,ME,5.47,Cisco,24.81,2023
Sandy Lara,Other,iN42MU31,bpatterson@hotmail.com,001-907-542-7436x0739,CSE,9.3,Paytm,4.77,2025
Ashlee Wolfe,Male,EW44JI07,mcfarlandjessica@henson.info,(793)552-0937,CHE,9.07,Microsoft,34.81,2023
Vincent Evans,Male,sr76xm66,marybrandt@mendoza.biz,(813)467-5710x90272,CE,5.13,Zomato,40.76,2024
Christopher Greer,Female,HQ82BI63,miguel19@jones-landry.com,0056843976,BT,9.88,Microsoft,43.88,2023
Lisa Rhodes,Female,Px80xX17,morrissteve@hotmail.com,+1-465-498-1805,EEE,7.13,Infosys,14.0,2025
Amy Baker,Female,GG16on19,wrichardson@johnson.com,848-892-4922,EEE,6.3,Zomato,39.59,2024
Ashley Allen,Female,TT53yo71,dberger@yahoo.com,001-931-325-7772,EEE,7.17,Google,17.86,2025
Jon Lopez,Female,ue11wQ93,johnwong@gmail.com,7985107616,CHE,7.56,Cisco,16.04,2025
Norma Velazquez,Male,Sj79gK90,ymunoz@gmail.com,952.539.1365,AE,9.42,Amazon,4.84,2025
Ryan Rodriguez,Male,FH09qY14,thall@brooks-lang.com,150.425.4686,IT,5.93,Paytm,10.79,2024
Christopher Sims,Male,iw68ob05,dmcdaniel@gmail.com,+1-839-272-2541,CHE,6.14,Wipro,16.98,2025
Mary Roberson,Female,VN72Kt52,chall@hotmail.com,(873)339-2645,EEE,8.37,Adobe,11.94,2023
Melanie Miller,Other,xd05mv72,amiller@hotmail.com,(075)504-5650x145,IT,5.19,TCS,41.65,2025
William Taylor,Female,Ur95zO95,wesleystuart@harris-porter.com,6949761067,CSE,5.02,Microsoft,27.75,2024
William Sharp,Male,pg40wK32,vpierce@gmail.com,001-960-469-1872x8604,CE,5.14,Reliance,42.01,2023
James Velasquez,Female,Xm38gO77,daniel07@yahoo.com,286.087.4004,ME,8.87,Adobe,20.97,2025
Marissa Juarez,Other,Dv36xV33,caroline17@gmail.com,282.228.6079,EEE,9.11,Zomato,5.1,2023
Michael Williams,Female,Mi33HT06,eric81@hall.net,+1-215-397-4505x61135,CE,5.93,Paytm,25.05,2024
James Bolton,Other,UG22EG98,ugarcia@armstrong-hughes.com,001-449-822-3300,BT,8.55,Adobe,39.87,2024
Sara Carter,Female,GK91DP55,potteramanda@hotmail.com,875.548.7694x9081,ECE,9.73,Reliance,24.93,2023
Sean Mcknight,Female,WE00We41,bmiller@dixon.com,044-172-9112,CHE,5.97,Wipro,21.28,2024
John Nielsen,Other,Xd90Sb91,mark15@knight-bailey.info,(251)273-1037x18778,EEE,5.73,Zomato,19.08,2025
Cheryl Summers,Other,wp46ZW30,steven29@yahoo.com,542-857-5270x56088,ME,5.16,Wipro,23.18,2025
Timothy Freeman,Male,mk30kp78,eric44@price.biz,485.563.4717x1621,AE,7.72,Paytm,23.32,2023
Victoria Miller,Other,ZO44NU11,sandra11@yahoo.com,658-830-5479,EEE,7.76,Wipro,24.59,2025
Rachel Phillips,Male,fw36YW13,hollandsarah@hotmail.com,(297)142-6818x66095,CSE,7.86,Adobe,5.81,2024
Pamela Edwards,Other,mC04vG92,kevin03@hotmail.com,001-767-786-8800x49184,AE,7.39,TCS,40.94,2023
Angela Mayo,Male,Hg14sV85,cervantesrichard@hotmail.com,606.439.5629,CSE,7.73,Flipkart,3.62,2025
Danny Garner,Female,st31Ob70,morrishenry@schmitt.com,001-503-812-5518x3281,ECE,7.37,TCS,31.45,2023
Emily Martin,Female,wJ32Bq56,natkinson@freeman-rose.biz,318.522.9851x0253,AE,9.08,Google,17.14,2025
Bryan Johnson,Male,Wo65HV12,qdillon@yahoo.com,7300660434,BT,7.99,Infosys,3.68,2023
Gary Flowers,Female,HT44vo00,wjohnson@yahoo.com,+1-317-518-6156x2842,EEE,6.04,Wipro,32.76,2023
Dustin Fuller,Other,ON37PJ97,jamesgoodwin@yahoo.com,3191724092,BT,7.78,TCS,33.54,2025
Corey Griffith,Other,Oi18FC11,craig68@gmail.com,001-779-459-4567x40701,CE,6.05,Amazon,5.51,2024
Jose Reed,Male,FI46cv52,bradleyruben@yahoo.com,+1-942-373-6712x7390,CE,6.4,Google,18.3,2024
Jennifer Haynes,Female,Ey85kD98,lynchpatricia@ramos.biz,+1-156-813-8153x32152,CHE,6.02,Infosys,38.08,2023
Sandra Hill,Female,wp81Ly05,melissa91@taylor-larson.info,(131)546-5480x332,BT,9.63,Zomato,3.07,2024
Anthony Reilly,Other,oB00eB22,katherineshannon@gmail.com,(607)105-5964x25342,CE,9.74,Cisco,17.78,2023
Michael White,Other,Yx75aG12,mariamarshall@yahoo.com,084.541.0352x11218,AE,9.98,TCS,25.22,2023
Brandon Edwards,Female,Is64CL86,markwilliams@gmail.com,(754)415-4922,BT,5.18,Google,15.78,2024
Stephanie Reyes,Male,Dm62Nl74,scottblack@davis.com,001-862-848-3276x00690,CHE,9.52,TCS,39.98,2024
Ashley Moran,Male,xE39MY76,terrilindsey@gmail.com,428-017-6076x196,ME,6.34,Reliance,34.08,2023
Jack Thomas,Other,Bt82AO56,nichole44@miller.com,051-617-6637,AE,8.49,TCS,12.28,2025
Sandy Torres,Female,zG52WK57,wharding@hancock.com,099-511-7870x78978,CHE,9.32,Flipkart,20.16,2025
Kenneth Stokes,Male,wF37my29,zhuffman@walker-garcia.info,(814)012-7486,AE,6.51,Amazon,14.46,2025
Jason Wiley,Male,LE09Bx22,wellslisa@yahoo.com,+1-922-095-7167x94554,AE,6.92,TCS,42.66,2025
Christopher Chan,Other,sv32xW20,lpittman@gmail.com,275-458-8377,BT,6.91,Reliance,20.06,2023
Catherine Ray,Other,Lj98bn08,nicolesantiago@ramsey.com,280.148.0589,ECE,7.58,Infosys,31.72,2025
Robert James,Other,zH57hu64,richard75@hotmail.com,087.649.2548x22966,CSE,9.06,TCS,23.16,2024
Jeffery Adams,Male,Jx23ND44,adkinslawrence@williams-owens.com,9513159640,CSE,6.52,Reliance,14.36,2023
Christina Carpenter,Male,qp52cM86,kellyfrench@rivera-rivas.com,+1-328-250-2223x0735,ME,7.15,Infosys,18.22,2025
Jimmy Adams,Female,tA84db18,hsmith@shepherd.com,001-450-925-8286,CHE,6.65,Zomato,9.3,2024
Leslie Harrison,Female,Nj67pI53,jonathan72@yahoo.com,(434)656-2233,ME,9.67,Wipro,29.36,2025
Michael Thomas,Female,PM19uy17,ecohen@taylor.org,329.059.1995x322,CHE,9.85,Reliance,27.94,2024
Adam Mejia,Other,nR62Gh66,robert93@yahoo.com,845-779-8130,ME,7.46,Amazon,17.62,2023
Toni Stanley,Other,WZ08xW65,robertgibbs@hotmail.com,028.628.1360,CHE,8.6,Infosys,15.72,2025
Jason Mahoney,Female,KR43Xp00,pchen@rodriguez.com,001-599-147-2418x9914,AE,9.53,Flipkart,18.88,2024
Mrs. Kelly Brock,Male,rO58Mu68,jacob91@gmail.com,7975393178,CHE,5.86,Flipkart,5.83,2025
Stacey Turner,Female,Ff22Ht64,tnorman@johns.net,(729)637-3877x2819,CSE,6.79,Cisco,42.27,2025
Gabriella Delacruz,Female,Lk61no74,bchurch@hotmail.com,+1-273-629-7510x170,CHE,7.14,Infosys,43.82,2023
Lisa Vasquez,Male,ED23Im56,usoto@moore.biz,761.167.4963,IT,7.87,TCS,43.41,2024
Alexandra Smith,Female,JK67cI14,kathycameron@smith.com,(802)412-4195x53625,BT,9.35,Amazon,33.64,2023
Haley Hawkins,Other,so44Ix06,lisa02@white-diaz.com,001-737-407-9073x99040,AE,8.48,TCS,29.82,2024
Justin Sanders,Male,Zn94tC20,ryankidd@mccann.com,6233079997,CSE,8.8,Amazon,19.75,2023
Megan Bailey,Other,Pg11rh32,karen24@bennett.net,+1-114-421-0860,CE,7.34,TCS,24.66,2023
Brandi Walters,Female,NP84AC42,michaelmayer@wells.com,511-664-8962x717,IT,8.14,Paytm,27.83,2025
Jon Wilson,Female,WA73nL59,samuelbarnes@owens-mckenzie.com,010.718.4142x4474,AE,7.54,Reliance,42.59,2025
Brett Arnold,Male,cA53SQ38,collinsbrett@hotmail.com,805-306-6807x7792,CHE,5.51,Amazon,44.19,2024
Kenneth Chase,Male,su50Ig86,maxwellcohen@campos-vance.biz,7851007074,ECE,9.94,Amazon,8.32,2025
Shawn Moore,Male,km32gX48,jeffreycook@mitchell-west.biz,2675219417,IT,7.59,Cisco,20.38,2025
Richard Fletcher,Other,BW50AP31,cconley@yahoo.com,(745)890-5670,ME,7.1,Paytm,27.19,2024
Marisa Thomas,Other,nc43En86,epowell@gmail.com,001-215-414-7668x572,AE,7.87,Flipkart,36.64,2024
Christopher Knight PhD,Male,dn48zz73,nicolecantu@freeman.com,329.800.9792x088,CSE,6.63,TCS,22.86,2025
James Cameron,Other,SP22YW82,xellison@banks.com,(503)115-7533x9502,EEE,6.87,Flipkart,35.43,2023
Jessica Beck,Male,jq84GK12,elizabeth06@yahoo.com,252-344-0286x178,IT,6.67,Cisco,33.15,2025
Jason Jordan,Other,Fj20ml60,sara72@williams.com,(671)209-2549x35904,CE,5.85,Paytm,15.67,2023
Mark Cordova,Other,XT04tf78,rachel86@ramos-bullock.info,312.334.1561x054,CE,6.35,Paytm,19.01,2024
Amanda Jimenez,Other,zB78wO01,jason08@hotmail.com,+1-840-237-3705x3122,CHE,9.77,TCS,23.18,2023
Shannon Cruz,Male,pa77wT59,oreese@diaz-ray.com,001-933-286-6521x94325,EEE,6.55,Zomato,13.29,2025
Anthony Keller,Male,Wd51mC40,ryanadams@adams.com,001-234-752-6441,EEE,7.85,Infosys,6.76,2024
Robin Copeland,Other,yj24el72,boyddavid@kelley-keith.info,932.773.5362,AE,8.63,TCS,21.62,2023
Kenneth Wright,Male,MD56GF88,kelly72@barnes.com,484.529.8424x8483,BT,5.61,Infosys,19.14,2025
Patricia Stevenson,Other,LE69bM85,rstevenson@yahoo.com,361-784-2014,AE,9.74,Microsoft,7.52,2023
Jon Berger,Male,Wu80uZ48,bradfordcatherine@hotmail.com,350.512.9956,CSE,7.86,Zomato,4.62,2025
Anthony Austin,Female,cH83Xu88,stephenmartinez@yahoo.com,716-634-1803x6756,CE,8.71,Cisco,38.51,2025
Paul Hernandez,Female,LH62Pl63,xmccarthy@gmail.com,(108)909-5921x735,CE,8.35,Infosys,42.52,2025
William Campbell,Other,yV20jo15,sharon99@evans.com,(543)743-1235,CHE,5.35,Cisco,41.67,2024
Catherine Delgado,Other,gp09yG49,patrickadams@hotmail.com,601-717-6892,CSE,7.99,Google,30.68,2025
Katherine Wilson,Female,RF18Mt80,chandlerjohn@smith.com,(256)086-7989,EEE,7.7,Infosys,40.38,2023
Wesley Watkins,Other,yN85NC80,pamela00@aguirre.com,+1-906-385-9013x46372,AE,8.77,Cisco,22.69,2025
Roger Williams,Other,fj20sv23,ywilliamson@yahoo.com,(964)032-9678,ME,6.78,Wipro,28.23,2025
Sarah Davidson,Male,AR25wF55,dana98@hotmail.com,131.967.9029x534,CSE,6.25,Microsoft,8.26,2023
Leslie Hill,Other,Qv63ES08,toni80@holland.com,(515)282-8697,AE,7.05,Reliance,5.07,2025
Linda Johnson,Other,Va88DU27,jonathanmiranda@walker.net,(833)899-7130x924,AE,9.64,Wipro,44.42,2023
Kenneth Newman,Male,sS80Vf94,gabriellerice@johnson-hill.net,850-651-9191x914,ECE,7.94,Infosys,6.01,2025
Stephanie Gregory,Other,SE13wE71,kennedywanda@reed-davis.biz,152-830-8446,ME,8.69,Flipkart,41.45,2023
Felicia Baxter,Female,TY10Us08,chapmanbrandi@trevino.org,(864)214-1547x082,CHE,8.77,Flipkart,35.59,2023
Susan Matthews,Male,DM02VY15,melissa87@curry.com,+1-453-780-7429,CE,7.93,Flipkart,7.86,2024
Jimmy Ball,Other,JH21YV27,michaeljohnson@hotmail.com,434.728.6934x0532,ME,8.84,TCS,14.5,2024
Frank Harrell,Other,bG40xY19,josephhoward@fox.net,(602)147-2904,CHE,6.02,Google,8.09,2023
John Larson,Female,EX04pn95,douglaswhite@hall.com,643.054.1770x372,BT,6.57,Zomato,16.9,2024
David Harris,Other,mH79Ni22,jdominguez@ford.com,207-121-5000x7871,BT,6.33,Adobe,29.92,2024
Michael Holmes,Male,mL13ZS36,bdennis@yahoo.com,(038)619-2258,ME,7.88,Adobe,18.04,2024
Tanya Mason,Female,VL03Yk09,rpetty@yahoo.com,+1-947-094-8908x2081,CE,8.46,Infosys,8.52,2023
Dawn Griffith,Female,aE37NP51,graypatricia@yahoo.com,909.706.4289,EEE,8.81,Google,43.17,2024
Amy Stewart,Male,WQ30Td75,perezscott@park.net,2075504591,IT,9.32,Infosys,3.81,2025
Courtney Davis,Male,ch18Go83,yatesdavid@yahoo.com,259.592.2580x296,ECE,7.27,Paytm,31.29,2024
Timothy Rosario,Male,Pe76Jy89,maria42@yahoo.com,338-919-8508,BT,8.36,Reliance,12.78,2023
Austin Prince,Female,En50DV40,travis74@hotmail.com,(181)361-1526x1215,AE,6.06,Microsoft,22.52,2023
Julie Scott,Female,Ak15Mq38,jacksonbenjamin@meyers-brown.net,+1-765-989-1034,AE,7.11,Google,19.15,2024
Benjamin Kennedy,Female,it73FX59,robert17@spence.com,(989)825-5275x66424,ME,7.25,Microsoft,5.21,2024
William Carr,Female,ye88PN30,jamesmccoy@green.biz,001-295-323-2349,ME,8.94,Adobe,24.95,2023
Selena Delgado,Other,AN40iO73,kristin35@taylor.com,6982114873,BT,9.03,Cisco,23.66,2025
Kerry Martinez,Male,ey75kc38,wendyboyd@gmail.com,001-157-618-2584,ME,8.57,Cisco,28.09,2024
Stephanie Doyle,Male,yW35qf11,phillipshannah@cook.net,(517)639-5206x827,CE,7.03,Infosys,34.92,2025
Brian May,Other,Lt17wy86,danielbates@lewis-marshall.com,(129)603-6332,BT,7.5,Microsoft,6.18,2024
Jessica Goodwin,Other,FO45da80,hallkari@hernandez-reeves.biz,749-389-5665x82004,AE,6.52,Amazon,13.28,2024
Mrs. Teresa George MD,Other,Wf25Bv64,kevinburke@bush-jordan.biz,875.256.5394,ECE,7.23,Paytm,25.53,2023
Matthew Baker,Male,cT24oE45,anthony87@gregory.com,+1-231-728-7428x575,BT,5.59,Flipkart,9.54,2024
Cameron Fuentes,Male,lL96FK83,zfletcher@glass.com,+1-433-640-7697x0946,CSE,7.03,Infosys,13.01,2024
Nicole Tran,Female,mD30sI51,nelsondiana@garcia.info,159-342-4655,ME,8.68,Zomato,16.92,2024
Stefanie Maynard,Other,eX30ik59,james79@gmail.com,(139)847-3766,CE,9.39,Amazon,35.36,2023
Susan Kelly,Other,jM99wg06,averymatthew@camacho.com,(678)865-7917,CSE,6.9,Zomato,32.93,2025
Haley Phillips,Female,As26tm39,sullivantammie@rodriguez.com,(346)564-8499,CE,7.8,Amazon,27.07,2023
Olivia Davenport,Other,uk08Tp76,sabrina33@gmail.com,971.244.4423,CSE,5.43,Paytm,13.5,2025
Kristin Coleman,Other,ws51mx97,douglashardin@morton.com,(113)038-1529,AE,9.64,Google,42.2,2024
Katherine Mitchell,Female,xh38pX12,donnadiaz@jensen-ortiz.biz,128-168-3524x59333,CE,8.92,Google,3.6,2023
Dawn Santiago,Female,XS95aV56,vickibarton@foster-greene.net,460-465-6150,CSE,9.34,Flipkart,9.84,2024
Samantha Larson,Female,PG54dI72,rponce@hotmail.com,620-945-6052x612,BT,7.4,Amazon,42.02,2024
Kelly Lopez,Other,Ip89lA78,lopezricardo@gmail.com,001-182-936-8366x631,EEE,5.52,Adobe,24.97,2023
John Rodriguez,Other,Hg58iz62,kristinehunter@thomas.info,001-429-188-3190x7326,BT,8.63,Reliance,37.9,2025
Scott Morton,Male,RC47dH56,chloewilliams@roberts.com,(357)290-7139,AE,6.46,Zomato,13.35,2025
Anthony Brown,Female,co82zz20,vrice@myers.biz,9548256574,IT,6.52,Wipro,33.74,2023
Edward Smith,Male,Jg06le20,smorales@gmail.com,(189)207-0580,EEE,6.22,Flipkart,41.43,2023
Christopher Paul,Female,Id76Dm71,matthewlee@gmail.com,(601)028-4814x4239,ME,6.11,Zomato,19.76,2024
Jamie Hood,Male,Sh64wX97,eandrade@mcdaniel.info,790.721.7097x7859,CHE,9.24,Zomato,9.9,2025
Brent Vincent,Other,OF87AV97,mbennett@gibson-hawkins.com,1788416789,AE,6.59,Reliance,35.43,2025
Marilyn Woodard,Male,mS56UL85,ubarajas@hotmail.com,160.934.0186x7355,ECE,5.26,TCS,32.26,2023
Casey Bell,Female,QZ03HV86,jameshuang@wheeler-garrett.com,(467)133-4214x446,IT,9.73,Infosys,16.52,2024
Tracy Williams,Female,GD72hS55,williamsampson@jones-malone.info,1690561334,CHE,9.74,Infosys,31.51,2023
Amy Osborne DVM,Other,zJ60Pu17,lesterpaul@davidson.biz,8290340064,ECE,6.93,Amazon,36.57,2023
Andrea Campbell,Male,Fp09zj48,nicolewalker@hotmail.com,+1-009-980-8835x229,EEE,6.28,Infosys,44.53,2023
Dennis Mccormick,Male,Ch14IR68,williamproctor@yahoo.com,(847)784-3803,EEE,7.68,Reliance,16.92,2024
John Anderson,Female,Yt53pE41,michaelhoffman@allen-watson.com,+1-922-393-0179x31296,CHE,8.22,Flipkart,38.68,2025
Dennis Larson,Male,Ia13IY70,annmassey@thomas.org,777-929-0074x8105,CE,9.68,Wipro,12.38,2024
Jeffrey Kelley,Female,KW61ub07,zsoto@gmail.com,958.440.3896x51359,EEE,8.29,Infosys,14.28,2023
Monica Andersen,Female,nk83ca53,fullertiffany@george-frazier.com,152-139-9791,EEE,9.97,Reliance,40.76,2024
Adrian Beasley,Male,lY68sQ44,npeck@hotmail.com,414-681-1693,ME,5.45,Amazon,41.66,2023
Shirley Hines,Other,AM58jv93,sheila42@gmail.com,182-788-2632x44542,EEE,8.52,Infosys,35.29,2025
Jane Hughes,Other,mG61Gy33,hernandezjason@yahoo.com,484.289.9091,BT,5.55,Cisco,41.84,2025
Ryan Johnson,Other,fF31oC31,nicholasanderson@smith.com,220-841-0475x046,BT,5.1,Flipkart,4.69,2023
George Salinas,Female,Iz88Sg85,kyle18@hotmail.com,(390)858-7343,ME,9.45,Google,3.6,2025
Kellie Patel,Other,Xv00XG87,deannamiles@yahoo.com,(145)001-5376,CSE,5.08,Flipkart,22.0,2025
Cindy Harrell,Male,au33uq16,phillipsjason@hotmail.com,819.368.3645x384,AE,5.87,Flipkart,42.35,2025
Kathryn Johnson,Other,xv25lW19,brittanysmith@jordan.com,156-588-2501,ECE,8.37,Paytm,27.87,2025
Sarah Miller,Other,BV95QK66,derrick71@hotmail.com,(048)739-2936x10242,CSE,6.13,Microsoft,31.56,2024
Rhonda Jones,Female,oC61LT53,cjimenez@ferguson-cunningham.com,049-746-5815x92160,EEE,6.12,Amazon,44.69,2023
Michelle Crane,Other,kU13UX29,valdezkeith@collier.info,4282188301,EEE,6.13,Cisco,21.83,2025
Michelle Reed,Other,Cv61uo15,wallacechristopher@cooper.com,(896)512-5476,ME,7.48,Paytm,10.3,2025
Jessica Cooper,Male,iJ03Tg77,brownmichael@klein.com,(672)680-4727x095,CE,9.07,Adobe,7.52,2025
Alexis Cowan,Male,JP10Aa85,jenna48@hotmail.com,358-429-6223x097,CHE,5.02,Reliance,41.08,2023
Tonya Johnson,Female,Fw97bu40,qmoore@fleming-williams.com,+1-473-200-8406x738,ME,8.23,Wipro,34.61,2024
Taylor David,Other,UW11RU68,oosborne@yahoo.com,6647485806,CHE,7.53,Microsoft,30.19,2023
Stephanie Morales,Male,Gb07Ga24,john88@hotmail.com,780.378.9329x4413,AE,6.22,Adobe,43.11,2023
Robert Chambers,Male,Gv64kU03,johnallen@williams.com,+1-554-893-8854x69254,BT,8.83,Microsoft,21.03,2024
Mr. Javier Ochoa PhD,Other,Pz80uI41,webermonique@nelson-melendez.info,(910)724-0700,CSE,8.52,Reliance,33.13,2025
Joshua Rodriguez,Male,yw46og19,wilcoxmegan@yahoo.com,226-627-7986,AE,7.57,Zomato,4.07,2025
Kimberly Jacobs,Female,uE06OH26,larrywalker@ramos-larson.net,001-574-404-0472x56890,CE,9.55,Cisco,4.61,2023
Ryan Simmons,Female,PC78fP70,dennismonica@berry-ellis.biz,+1-629-167-4268x098,IT,8.89,Zomato,32.75,2024
James Patterson,Other,wM75Ey25,amandathompson@gmail.com,780.334.3290x774,CE,7.39,Amazon,36.07,2025
Vanessa Jackson,Other,JR76La04,linda14@fleming.com,773-550-4095x6030,BT,5.53,TCS,28.48,2025
Annette Wolf,Male,kx26Gc60,nwelch@holland.com,+1-933-925-5929x501,ECE,9.68,Google,31.73,2025
Erin Brooks,Other,JT76ln94,john65@yahoo.com,395-003-8232,ME,9.59,Amazon,29.06,2023
Amber Smith,Male,Oz57ZQ29,justin56@gmail.com,(462)644-4734,CHE,7.92,Cisco,18.17,2025
Keith Velez,Female,EG58CT98,andersonvictoria@yahoo.com,(536)908-3683x8167,ECE,8.45,Microsoft,10.24,2024
Mariah Riddle,Other,Ae95zR70,julierobinson@li.com,+1-209-692-3882x63668,CSE,6.22,Google,37.3,2025
Brian Hoover PhD,Male,zS23zf91,bkelley@case.com,001-163-732-8773x76485,EEE,6.03,Zomato,37.04,2023
Michael Jacobs,Other,uc04hb65,dschultz@yahoo.com,(886)320-3296x854,ME,8.75,Adobe,8.07,2025
Cindy Thompson,Male,Ho68bD89,fryemichelle@hotmail.com,(480)849-6001x988,BT,8.34,Cisco,41.71,2024
Rodney Fuller,Male,Bg00bv99,gbailey@yahoo.com,8171542882,CE,8.98,Cisco,37.4,2024
Casey Green,Male,oq62JZ29,craigsantos@thomas.com,983.320.3766x20300,ECE,5.9,Reliance,40.57,2025
John Miller,Other,qS22Nl07,normandonald@yahoo.com,(101)927-2893x5212,CSE,7.63,Cisco,23.4,2023
Jill King,Male,GX28gV02,rickyhernandez@gmail.com,(501)959-7248,ECE,6.17,Microsoft,31.0,2023
